osm_id,name,operator,highway_type,highway_name,highway_ref,lat,lon
105616977,Nijjarpura,,trunk,GT Road;Sher Shah Suri Marg,NH3,31.5775376,74.9972082
206291071,Vashi Toll Plaza,,motorway,Sion-Panvel Highway,SPH,19.0641486,72.9804748
245628525,Sonampetty,,trunk,NH16,NH16,14.6937783,79.9788645
245654830,Old Mumbai Pune Highway,,trunk,Old Mumbai Pune Highway,NH48,18.9473,73.17881
245691184,Malkapur Buldana Road,,trunk,Malkapur Buldana Road,NH753A,20.8261109,76.2024922
245761383,SH25,,primary,SH25,SH25,27.7138212,76.7428575
247682273,Coimbatore - Tiruchirapalli Nedunchalai,,trunk,Coimbatore - Tiruchirapalli Nedunchalai,NH81,10.9772341,77.3477471
247684881,Coimbatore - Trichy Road,,trunk,Coimbatore - Trichy Road,NH81,10.931767,78.2183712
251691429,Acharya Shri Tulsi Marg,,trunk,Acharya Shri Tulsi Marg,NH148A,28.4810988,77.1168157
256215709,Nemili,,trunk,NH48,NH48,12.9818087,79.9692083
271335645,Acharya Shri Tulsi Marg,,trunk,Acharya Shri Tulsi Marg,NH148A,28.4808717,77.1167308
273278187,Commercial Vehicle Lane (For Toll Tax),,secondary,Commercial Vehicle Lane (For Toll Tax),,28.5110979,77.092571
273467502,SHN14,,primary,SHN14,SHN14,12.9011047,80.2228806
274498021,Expressway Toll,,motorway,Delhi-Gurugram Expressway,NH48,28.3954313,76.9820455
278166417,Delhi-Gurugram Expressway,,motorway,Delhi-Gurugram Expressway,NH48,28.3957384,76.9816985
283091489,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,11.0608481,77.0889462
283092400,Vijayamangalam Toll,IVRCL,trunk,NH544,NH544,11.2455055,77.5197126
283103460,NH544,,trunk,NH544,NH544,11.5132055,77.9239993
283138803,NH48,,trunk,NH48,NH48,18.760229,73.439718
283404954,Old NH 47,,primary,Old NH 47,,9.9314296,76.267618
292650399,Daffi,,trunk,Varanasi Bypass Expressway,NH19,25.2483405,82.9939698
292650672,Daffi,,trunk,Varanasi Bypass Expressway,NH19,25.248212,82.9940473
293825996,,,service,,,21.0886552,79.058495
308449884,Coimbatore Bypass,,trunk,Coimbatore Bypass,NH544,11.0128186,77.0731953
308453172,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,10.9211659,76.9892688
308453173,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,11.004946,77.0691114
308871928,Kalaingar Karunanidhi Salai,,primary,Kalaingar Karunanidhi Salai,SHN14,12.9007112,80.2316218
310620872,Damla toll plaza,,primary,Radaur Road,SH6,30.0806023,77.2098581
312726323,NH547E,,trunk,NH547E,NH547E,21.1929905,78.8960359
313028025,Chennai Bypass Expressway,,trunk,Chennai Bypass Expressway,,13.0435948,80.1498022
313271644,Attibele (BETL),,trunk,Hosur Road,NH44,12.7767003,77.77696
313272280,Krishnagiri,,trunk,NH44,NH44,12.5446531,78.2013265
313298454,NH48,,trunk,NH48,NH48,12.6485215,78.5834662
313299436,NH48,,trunk,NH48,NH48,12.9056421,78.9517233
313692601,NH44,,trunk,NH44,NH44,11.7199739,78.0733431
315068916,Madurai Ring Road,,trunk,Madurai Ring Road,MRR,9.8248363,78.0897434
315731888,Amoli Toll Plaza,,trunk,Agra Jaipur Bikaner Road,NH21,27.101285,77.0909115
315731954,Ludhewai Toll Plaza,,trunk,Agra Jaipur Bikaner Road,NH21,27.178445,77.4168352
315733005,Lane 4,,trunk,Lane 4,NH21,26.9444691,76.5575489
315832517,,,motorway,,,18.9660292,73.1614006
315832599,,,motorway_link,,,18.965984,73.1613066
315999110,DND Toll booth,,motorway,DND Flyway,,28.5762293,77.3038877
316741276,Jaipur Kishangarh Expressway,,trunk,Jaipur Kishangarh Expressway,NH48,26.8432672,75.6155529
316792152,SH87,,primary,SH87,SH87,22.3533236,73.2368882
316920256,NH48,,trunk,NH48,NH48,22.4532112,73.0707365
320660408,Ahmadabad Vadodara Expressway,,motorway,Ahmadabad Vadodara Expressway,NE1,22.4137943,73.149321
320660477,Ahmadabad Vadodara Expressway,,motorway,Ahmadabad Vadodara Expressway,NE1,22.4136459,73.149186
335878361,GNC Tollgate,,primary,,,13.6728944,79.3512012
335885681,Chennai Tirupati Highway,,trunk,Chennai Tirupati Highway,NH716,13.1507273,79.8346974
338666200,Chennai Bypass Expressway,,trunk,Chennai Bypass Expressway,,13.0435201,80.149453
342119953,Toll Naka,Dahisar Toll Naka,trunk,Western Express Highway,NH48,19.2569911,72.8712932
342120304,Toll Boooth,,,,,17.92282,73.7869299
343368023,NH753F,,trunk,NH753F,NH753F,19.201451,74.7843153
343368353,NH753F,,trunk,NH753F,NH753F,19.5555657,74.9821267
343371732,Chakan Shikrapur Road,,trunk,Chakan Shikrapur Road,NH548D,18.6943703,74.1234451
345576365,,,motorway_link,,,28.5438433,77.1154114
349126518,NH48,,trunk,NH48,NH48,20.4350326,72.9170693
349129219,NH48,,trunk,NH48,NH48,19.8903996,72.9425968
349131075,Mumbai Delhi Highway,,trunk,Mumbai Delhi Highway,NH48,19.4968984,72.9142391
350392787,Rewa Bypass,,trunk,Rewa Bypass,NH30,24.515175,81.231093
353119704,NH11,,trunk,NH11,NH11,27.0259562,71.9509144
356713170,NH58,,trunk,NH58,NH58,25.5906018,73.9030407
359989986,Grand Southern Trunk Road,,trunk,Grand Southern Trunk Road,NH32,12.7242069,79.9818153
371507505,Jalna Road,,trunk,Jalna Road,NH753A;NH752I,19.8669667,75.5059505
371508243,NH753A;NH752I,,trunk,NH753A;NH752I,NH753A;NH752I,19.863952,75.837458
435338461,Tindivanam Road,,trunk,Tindivanam Road,NH77,12.2882508,78.828471
435452961,Bangalore Chennai Road,,trunk,Bangalore Chennai Road,NH75,13.1484566,78.2906455
440615944,Sardar Patel Ring Road,,trunk,Sardar Patel Ring Road,NH48;NH47,22.9835887,72.6637494
444525149,NH48,,trunk,NH48,NH48,23.4101988,72.8285
445476273,Bangalore Mangalore Highway,Doddakarenahalli (Neelmangala),trunk,Bangalore Mangalore Highway,NH75,13.0683046,77.3605239
448467387,NH7,,trunk,NH7,NH7,30.2094499,78.1253234
450162256,NH947,,trunk,NH947,NH947,23.0370866,70.9280943
450170304,SH6 Westbound Bachau,,trunk,SH6 Westbound Bachau,NH41,23.3082603,70.4905615
452480344,Elevated Section/ Electronic City,,motorway_link,Bangalore Elevated Tollways Limited,BETL,12.8419314,77.6754937
456359264,NH734,,trunk,NH734,NH734,29.2435282,78.885837
457459986,Rajiv Gandhi Sea Link,,motorway,Rajiv Gandhi Sea Link,,19.0431329,72.8244914
459504845,NICE Peripheral Ring Road,,motorway,NICE Peripheral Ring Road,,12.8588197,77.6558117
471965534,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,10.8956153,76.9457642
477193652,Toll Plaza,,,,,30.9889674,75.7906026
493598680,NH344,,trunk,NH344,NH344,30.0408556,77.387852
510160093,NH48,,trunk,NH48,NH48,20.8855642,73.0520347
510196647,Trunk Road,,trunk,Trunk Road,NH48,22.0145329,73.1147162
510197010,Bharuch Bypass,,trunk,Bharuch Bypass,NH48,21.7020915,73.0607954
510317580,NH947,,trunk,NH947,NH947,23.0719448,71.7848348
514921812,Talegaon Chakan Road,,trunk,Talegaon Chakan Road,NH548D,18.7391212,73.7478362
533708752,Khalapur Toll Plaza,,motorway,Mumbai - Pune Expressway,MPE,18.8009731,73.2852158
559380390,Grand Trunk Road,,trunk,Grand Trunk Road,NH44,30.4100445,76.7254942
560443663,Yol Cannt Toll,Yol Cantonment,primary,Dharamshala Palampur Road,SH17,32.1845533,76.3693341
566370416,SH15,,primary,SH15,SH15,22.7013066,88.2427291
567378714,NH715,,trunk,NH715,NH715,26.6776792,93.9197508
567774615,,,residential,,,25.272863,91.69103
567850897,NH48,,trunk,NH48,NH48,18.0435596,74.015689
568307747,NH44,,trunk,NH44,NH44,27.3371314,77.7374169
568318604,DND Toll booth,,motorway,DND Flyway,,28.5758908,77.3032363
569317565,NH17,,trunk,NH17,NH17,26.1368767,89.833195
569607618,NH12,,trunk,NH12,NH12,24.8223682,87.9669941
569929204,NH16,,trunk,NH16,NH16,20.8978704,86.2164811
569930147,NH16,,trunk,NH16,NH16,22.396887,87.5228671
569930439,NH16,,trunk,NH16,NH16,22.5730223,88.1816833
569930467,NH12,,trunk,NH12,NH12,22.5646229,88.3165641
570580059,NH16,,trunk,NH16,NH16,20.203405,85.6685302
570817679,NH16,,trunk,NH16,NH16,18.377254,84.0005457
570817887,NH16,,trunk,NH16,NH16,18.7330391,84.3894739
570818149,NH16,,trunk,NH16,NH16,19.1111958,84.6993644
571406144,NHAI Karjeevanhalli Toll Plaza,Karjeevanahalli Toll Gate,trunk,NH48,NH48,13.6122242,76.9544591
571407841,NH48,Hebbalu Toll Gate,trunk,NH48,NH48,14.3757291,76.1067356
571470010,NH16,,trunk,NH16,NH16,16.3851278,80.5334245
571470212,NH16,,trunk,NH16,NH16,16.5723466,80.8625999
577523184,NH44,,trunk,NH44,NH44,12.0063284,78.0806761
579900135,,,motorway_link,,,12.902377,77.4708451
594903849,Toll Plaza Kumbalam,,trunk,Salem - Kochi - Kanyakumari Road,NH66,9.8952914,76.313624
603685859,Indore Dewas (Indore side),,trunk,Dewas Bypass,NH52,22.9595072,76.0842865
616562964,Makhel,,trunk,NH27,NH27,23.4904621,70.9426173
623201771,Madurai Ring Road,,trunk,Madurai Ring Road,MRR,9.9222265,78.1698372
650703103,"ECR Toll Plaza, Poonjeri",,primary,Old Mahabalipuram Road,SH49A,12.61538,80.169895
652613468,,,service,,,19.0938306,72.8550571
653152082,ECR Toll Plaza,,primary,East Coast Road,SH49,12.8616393,80.2418889
654128759,Gadag Road,,trunk,Gadag Road,NH67,15.369825,75.3574926
660699849,NH65,,trunk,NH65,NH65,16.7181733,80.3243151
663941252,NH12,,trunk,NH12,NH12,22.5647853,88.3167084
663941253,,,motorway_link,,,22.5649705,88.3168504
673528919,Amer Road,,trunk,Amer Road,NH48,27.3056365,75.9535639
676755906,NH753F,,trunk,NH753F,NH753F,18.759546,74.2534721
692168912,NH48,Hire Bagewadi Toll Booth,trunk,NH48,NH48,15.7630556,74.6477423
701289738,Toll Booth RGI ORR Exit,,motorway_link,ORR,ORR,17.2537969,78.3793452
733538535,Nagpur Amravati Road,,trunk,Nagpur Amravati Road,NH53,21.0827956,78.0586372
748400252,NH753F,,trunk,NH753F,NH753F,19.7798094,75.1945844
764048395,NH31,,trunk,NH31,NH31,25.8127121,84.5756588
764048521,NH31,,trunk,NH31,NH31,25.812655,84.5757283
773204561,Dindigul - Theni - Kollam Saalai,,trunk,Dindigul - Theni - Kollam Saalai,NH183,10.1939572,77.7943557
778383133,Rohan Rajdeep Toll Plaza,,primary,Raikot Road,SH13,30.5485751,75.5761201
778608566,,,motorway_link,,,22.9688498,72.6586121
778608571,Sardar Patel Ring Road,,trunk,Sardar Patel Ring Road,NH48;NH47,22.9835558,72.6638735
778708294,SH41,,primary,SH41,SH41,23.1865266,72.5603235
780268564,SH41,,primary,SH41,SH41,23.1863817,72.5602083
792279407,Grand Southern Trunk Road,,trunk,Grand Southern Trunk Road,NH32,12.724165,79.9820084
802301593,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,11.0049804,77.0690195
802301815,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,10.921241,76.9892003
818415161,Toll Plaza,Rohan Rajdeep,,,,31.4899327,75.9550752
836659569,NH48,,trunk,NH48,NH48,23.9936534,73.6277798
836660893,NH48,,trunk,NH48,NH48,23.616176,73.2543147
836663546,NH48,,trunk,NH48,NH48,23.7196716,73.3964429
836663829,Narayanpura,,trunk,NH27;NH48,NH27;NH48,24.6136837,74.2317593
839113210,NH48,Bankapur Toll,trunk,NH48,NH48,14.909933,75.279739
839113377,NH48,Chalageri Toll Gate,trunk,NH48,NH48,14.5567454,75.7279455
841805687,NICE Expressway,,motorway,NICE Expressway,,12.936639,77.5311881
841805690,,,motorway_link,,,12.8576619,77.528995
895488565,Dhaneshwar,,trunk,NH27,NH27,25.0725696,75.5983782
904823683,Chinchoti Anjur Phata Road,,primary,Chinchoti Anjur Phata Road,MSH4,19.3105023,72.9764683
904827606,Khaniwade Toll Plaza,,trunk,Mumbai Delhi Highway,NH48,19.5190106,72.9170303
904977060,NH16,,trunk,NH16,NH16,22.3971407,87.522882
913409300,NH66,,trunk,NH66,NH66,18.0550302,73.4655124
921175142,Kusgaon,,motorway_link,,,18.7602923,73.4299695
926685223,Jalgaon road,,trunk,Jalgaon road,NH753F,19.9568469,75.3647575
968057478,Pudukkottai Road,,trunk,Pudukkottai Road,NH36,10.2996161,78.7706945
983086405,NH44,,trunk,NH44,NH44,10.1943592,77.9092744
1004163363,Khera Tolls,,trunk,Agra Jaipur Bikaner Road,NH21,27.1148811,77.715956
1005826284,Rajadhok Toll Plaza,,trunk,Lane 4,NH21,26.8589158,76.1041021
1006775252,Ludhewai Toll Plaza,,trunk,Agra Jaipur Bikaner Road,NH21,27.1785005,77.4167982
1006801554,Amoli Toll Plaza,,trunk,Agra Jaipur Bikaner Road,NH21,27.1013486,77.0909093
1006928214,Lane 4,,trunk,Lane 4,NH21,26.9445352,76.5575084
1015983354,SH5A,,primary,SH5A,SH5A,25.1649355,83.0360641
1038401781,Octroi Gate,,,,,17.4517849,78.4858956
1068792670,,,motorway_link,,,22.9682133,72.6618474
1068792708,,,motorway_link,,,22.9726001,72.659696
1068792762,,,motorway_link,,,22.9700924,72.6620585
1070247352,NH16;NH67,,trunk,NH16;NH67,NH16;NH67,14.3122522,79.9161305
1074446930,NH22,,trunk,NH22,NH22,26.3736295,85.4941201
1078664195,NH48,,trunk,NH48,NH48,19.0976122,73.0716552
1103443771,Grand Southern Trunk Road,,trunk,Grand Southern Trunk Road,NH38,11.3969455,78.9934688
1103444783,Grand Southern Trunk Road,,trunk,Grand Southern Trunk Road,NH38,11.3967172,78.993598
1110309030,,,motorway_link,,,12.9013556,77.4704451
1110309088,,,motorway_link,,,12.9013443,77.4703437
1115439992,Sawkala,,trunk,NH19,NH19,24.5996723,84.7028247
1115440073,Sasaram,,trunk,NH19,NH19,24.9571155,83.9549476
1115448483,Sasaram,,trunk,NH19,NH19,24.9571962,83.9550074
1115448878,Sawkala,,trunk,NH19,NH19,24.5994623,84.702729
1119157387,NH53,,trunk,NH53,NH53,21.0399901,75.8291765
1126049916,NH67,,trunk,NH67,NH67,15.4569065,74.9383145
1131077221,NH48,,trunk,NH48,NH48,18.7601276,73.4397208
1131077654,Kusgaon,,motorway_link,,,18.7604749,73.4281171
1135289448,NH544E,,trunk,NH544E,NH544E,13.8551696,77.1170255
1145211153,Siddheshwar Temple Road,,trunk,Siddheshwar Temple Road,NH150,17.5895936,76.0744355
1150463478,NH731,,trunk,NH731,NH731,26.3044293,81.9407062
1164750325,Khokhraj/Sirohi,,motorway,Allahabad Bypass Expressway,NH19;NH731A,25.5762311,81.5295524
1164750942,Khokhraj/Sirohi,,motorway,Allahabad Bypass Expressway,NH19,25.576061,81.5296638
1165140014,,,trunk_link,,,25.5983011,81.6366127
1167005805,Kodai Ghat Road,,primary,Kodai Ghat Road,SH156,10.2416739,77.5118348
1167107021,NH35,,trunk,NH35,NH35,25.2718702,81.7428843
1172113592,Nagal Road,,secondary,Nagal Road,,30.3753269,78.0969514
1179950698,NH16,,trunk,NH16,NH16,22.5733681,88.1817174
1184293132,Kalaingar Karunanidhi Salai,,primary,Kalaingar Karunanidhi Salai,SHN14,12.9007952,80.2316282
1185821056,NH48,,trunk,NH48,NH48,20.4349895,72.9172929
1185821061,NH48,,trunk,NH48,NH48,20.2614552,72.8845876
1189425377,Mall Road,,tertiary,Mall Road,,30.4599024,78.064788
1192534111,Electronic City Elevated Expressway,BETL,motorway_link,Electronic City Elevated Expressway,BETL,12.8456731,77.6675276
1192534195,Elevated Section/ Electronic City,,motorway_link,,,12.8461978,77.6717276
1194058707,NH216,,trunk,NH216,NH216,16.7295594,82.2021811
1194204759,NH16,,trunk,NH16,NH16,15.886614,80.0707378
1194206478,NH16,,trunk,NH16,NH16,15.3582576,80.0398555
1200540042,Vikravandi Toll Plaza,,trunk,Grand Southern Trunk Road,NH132,12.0243108,79.5381321
1207420822,,,,,,28.7861278,78.7700284
1207752792,Civic Toll,,primary,Main Road,,8.0925973,77.5492293
1207880744,,,,,,28.7883695,78.7515437
1236660893,,,,,,21.2844871,70.721972
1236660897,,,,,,21.2345656,70.6356968
1239501556,Mall Road,,tertiary,Mall Road,,30.455575,78.0801626
1240959513,,,,,,21.2172758,70.6287827
1240966173,041,,,,,22.3115747,70.8296442
1240966178,,,,,,21.1866871,70.626755
1269903024,Anantram,,trunk,NH19,NH19,26.5950131,79.2682668
1269905344,Anantram,,trunk,NH19,NH19,26.5947638,79.2680005
1306536414,Mevad,,primary,Ahmedabad Palanpur State Highway SH41,SH 41,23.5273946,72.388176
1310594755,Rasoiya Dhamna,,trunk,NH19,NH19,24.3234067,85.387981
1313568444,Paschim Madati,,trunk,NH27,NH27,26.5689581,88.2753729
1313568450,Paschim Madati,,trunk,NH27,NH27,26.569075,88.2752612
1314562570,,,tertiary,,,26.6839828,88.3228898
1314562576,,,tertiary,,,26.6840613,88.3228651
1315968816,Sardar Patel Ring Road,,trunk,Sardar Patel Ring Road,,23.1154177,72.6428322
1315970141,Sardar Patel Ring Road,,trunk,Sardar Patel Ring Road,,23.12858,72.5925881
1323261108,SALE TAX BARRIER,,,,,30.7333766,76.6960263
1324606900,SH5,,primary,SH5,SH5,22.8420748,86.0537776
1326156707,Rohan Rajdeep Toolwayz,,primary,Ludhiana Road,SH13,30.802597,75.6530181
1327291770,Banskopa Toll Plaza,,trunk,NH19,NH19,23.4911363,87.3765094
1327291772,Banskopa Toll Plaza,,trunk,NH19,NH19,23.4912221,87.3765716
1328110478,TOLL PLAZA TANDA ROAD,,trunk,NH503A,NH503A,31.5625416,75.8470841
1330190347,Dankuni,,trunk,Durgapur Expressway,NH19,22.6988287,88.2888271
1330190349,Dankuni,,trunk,Durgapur Expressway,NH19,22.6988901,88.2889466
1330190767,Palsit,,trunk,Durgapur Expressway,NH19,23.1787004,88.0263132
1330190768,Palsit,,trunk,Durgapur Expressway,NH19,23.1787454,88.0264309
1330216635,Nivedita Setu,,motorway,Belghoria Expressway,NH12,22.6541133,88.3250505
1330216657,Nivedita Setu,,motorway,Belghoria Expressway,NH12,22.6544995,88.3251393
1344919324,Octroi,,,,,30.9368883,74.618831
1345556361,Adda Fees Octroi,,,,,30.9306386,74.6247263
1345580947,Main Octroi Rly Road,,,,,30.9304523,74.6215453
1352836576,Krishnanagar Road,,primary,Krishnanagar Road,SH8,23.3907053,88.357519
1365119541,Dharamtar Toll Naka,,trunk,Alibag Road,NH166A,18.7033501,73.0356528
1365826533,NH948,,trunk,NH948,NH948,11.8881466,76.9540689
1368116106,State Highway 24,,primary,State Highway 24,SH24,31.7675009,75.7204049
1368884167,NH16,,trunk,NH16,NH16,21.753673,87.151991
1370059229,NH16,,trunk,NH16,NH16,21.7535633,87.1522183
1377771727,Shivapur Toll Plaza,,trunk,Pune Bengaluru Highway,NH48,18.3314102,73.8524008
1397294070,NH334B,,trunk,NH334B,NH334B,28.9224271,76.952869
1417303773,,,primary,,,23.2179018,86.9364534
1418667726,SH8,,primary,SH8,SH8,27.7110479,75.2099591
1418667978,NH52,,trunk,NH52,NH52,27.7256186,75.0760771
1431033472,Durg Bypass Road,,trunk,Durg Bypass Road,NH53,21.2145162,81.288024
1439043323,Dewas - Bhopal Corridor,,trunk,Dewas - Bhopal Corridor,SH28,22.9750963,76.2184552
1439043326,Dewas - Bhopal Corridor,,trunk,Dewas - Bhopal Corridor,SH28,22.975372,76.2185329
1446594980,NH148N,,trunk,NH148N,NH148N,26.2247572,76.3707317
1447312218,Grand Trunk Road,,trunk,Grand Trunk Road,NH44,30.4101296,76.7255514
1448720414,Sardar Patel Ring Road,,trunk,Sardar Patel Ring Road,,23.1284394,72.5925053
1462433561,Delhi - Chennai Highway,Jas Toll Booth,trunk,Delhi - Chennai Highway,NH48,13.1145616,77.3744886
1500077179,Nemili,,trunk,NH48,NH48,12.981895,79.9690288
1500077182,Nemili,,trunk,NH48,NH48,12.9821464,79.9688436
1500077183,Nemili,,trunk,NH48,NH48,12.982032,79.9689152
1508878126,Ramnagar,,trunk,NH27,NH27,25.2789082,77.6143901
1508878132,Ramnagar,,trunk,NH27,NH27,25.2790192,77.6143884
1521097324,ORR,,motorway_link,ORR,ORR,17.3196957,78.6560855
1521097326,ORR,,motorway_link,ORR,ORR,17.3199243,78.6559894
1524494310,,,,,,25.7360776,73.3170639
1568095068,NH27,,trunk,NH27,NH27,22.6479688,70.9556237
1583090945,NH16,,trunk,NH16,NH16,17.2153517,82.110812
1588174782,,,,,,17.9229337,73.8003409
1589532577,NICE Road,,motorway_link,NICE Road,,12.9902362,77.4720195
1589532596,NICE Road,,motorway_link,NICE Road,,12.9900303,77.4727651
1595761301,NICE Peripheral Ring Road,NICE,motorway,NICE Peripheral Ring Road,,13.0423937,77.4753984
1595761320,NICE Peripheral Ring Road,NICE,motorway,NICE Peripheral Ring Road,,13.042355,77.4750379
1602342687,NH3,,trunk,NH3,NH3,31.8994016,77.1457734
1627846502,Hubli-Dharwad Bypass,,trunk,Hubli-Dharwad Bypass,NH48,15.3186913,75.1399258
1628339743,NH67,,trunk,NH67,NH67,15.3283517,75.1212124
1628339745,NH67,,trunk,NH67,NH67,15.3281457,75.1200203
1628349009,,,secondary_link,,,15.3593429,75.0513924
1628378386,NH67,,trunk_link,NH67,NH67,15.4601995,74.9670574
1628378455,NH48,,trunk,NH48,NH48,15.4887616,74.9698217
1628378476,,,trunk_link,,,15.4619831,74.9667405
1632847671,Bengaluru Nelamangala Tollway - Navayuga,,motorway,Bangalore - Nelamangala Expressway,NH48;NH75,13.0496674,77.4943536
1645524582,Old Mumbai Pune Highway,,trunk,Old Mumbai Pune Highway,NH48,18.947365,73.1789216
1645663508,Kharpada Toll Naka,,trunk,NH66,NH66,18.8449895,73.094455
1656029184,NH168,,trunk,NH168,NH168,24.8387268,72.8066542
1659180018,,,motorway_link,,,12.8572947,77.5278019
1659180051,,,motorway_link,,,12.8583249,77.5249907
1661806522,,,primary_link,,,15.3984409,75.0038783
1662475482,NH167N,,trunk,NH167N,NH167N,17.5030816,77.431001
1665441414,SH18,,primary,SH18,SH18,16.4187336,74.5395983
1669764043,Trichy Tanjore Road,,trunk,Trichy Tanjore Road,NH83,10.7444756,78.8341108
1672995438,NH60;NH752G,,trunk,NH60;NH752G,NH60;NH752G,20.3252178,74.2106822
1676894944,NH11,,trunk,NH11,NH11,28.0041553,73.1145135
1685908591,SH7C,,primary,SH7C,SH7C,27.9163876,74.5544159
1686257118,SH19;90,,primary,SH19;90,SH19;90,27.1385651,74.2049657
1704411250,Grand Southern Trunk Road,,trunk,Grand Southern Trunk Road,NH32,12.3469309,79.7800109
1704795235,Ulundurpet Tollgate,,trunk,Grand Southern Trunk Road,NH38,11.7060469,79.3223824
1705393201,Vikravandi Toll Plaza,,trunk,Grand Southern Trunk Road,NH132,12.0245151,79.5378703
1705393331,Grand Southern Trunk Road,,trunk,Grand Southern Trunk Road,NH32,12.3468026,79.7799253
1705458152,Ulundurpet Tollgate,,trunk,Grand Southern Trunk Road,NH38,11.7061268,79.3222737
1705646206,Toll_booth Trichy -Dindigul Highway,,trunk,NH83,NH83,10.5364769,78.2569598
1705646489,Toll_booth Trichy -Dindigul Highway,,trunk,NH83,NH83,10.5363014,78.2571107
1712272441,Katai Gao Toll Plaza,,,,,19.1688074,73.0791316
1717420133,SH19;90,,primary,SH19;90,SH19;90,27.130566,74.695281
1719192088,Magadi Road Exit,,motorway_link,Magadi Road Exit,NICE Road,12.9900085,77.4728249
1719192218,Magadi Road Exit,,motorway_link,Magadi Road Exit,,12.9902232,77.4720985
1720796261,,,motorway_link,,,12.8499443,77.5907109
1723962279,,,motorway_link,,,12.8471154,77.6739729
1725691286,Electronic City Elevated Expressway,,motorway_link,Electronic City Elevated Expressway,BETL,12.8455199,77.6675328
1726986635,Indore Bypass,,primary,Indore Bypass,SH40,22.4754673,75.5720451
1727840346,Airport Trumpet Flyover,,primary,Airport Trumpet Flyover,,13.204595,77.666418
1728265164,NH156,,trunk,NH156,NH156,24.5721168,74.7616066
1728843376,Toll Booth,,trunk,Dewas - Ujjain Highway,SH64,23.061305,75.9205004
1728899852,NH46,,trunk,NH46,NH46,24.0873978,76.98471
1736182349,NH44,,trunk,NH44,NH44,11.7201627,78.0735132
1742970364,NH709,,trunk,NH709,NH709,28.8048127,76.2230909
1751122601,,,residential,,,26.9431804,75.8182194
1757138320,NH32,,trunk,NH32,NH32,11.9831789,79.7882881
1759741973,Dhadhar,,trunk,NH52,NH52,28.3304298,75.0565287
1761296450,NH39,,trunk,NH39,NH39,24.339333,81.3527395
1765285354,Chiplun Road,,trunk,Chiplun Road,NH166E,17.5160129,73.5649757
1777560354,Beliyad,,trunk,NH19,NH19,23.7637654,86.7988256
1798674100,Landhari,,trunk,NH9,NH9,29.2923902,75.6482959
1802090177,Panipat Bypass Toll,,trunk,Grand Trunk Road,NH44,29.4333445,76.9704201
1802090178,Panipat Bypass Toll,,trunk,Grand Trunk Road,NH44,29.4333637,76.9699319
1802400063,NH758,,trunk,NH758,NH758,25.2749692,74.492881
1804139887,NH7,,trunk,NH7,NH7,30.5856196,76.9453561
1805264961,NH5,,trunk,NH5,NH5,30.7389325,76.8978535
1805264963,NH5,,trunk,NH5,NH5,30.7387827,76.8981144
1806040803,,,primary,,,29.2413148,76.5179892
1810053759,SH36;7,,primary,SH36;7,SH36;7,29.5199832,74.3360052
1815764432,Delhi Western Peripheral Expressway,,motorway,Delhi Western Peripheral Expressway,WPE,28.0981569,77.3252638
1815764468,Delhi Western Peripheral Expressway,,motorway,Delhi Western Peripheral Expressway,,28.1022158,77.305071
1815764469,Delhi Western Peripheral Expressway,,motorway,Delhi Western Peripheral Expressway,,28.1023749,77.3051337
1815927173,Srinagar - Kanyakumari Highway,,trunk,NH44,NH44,28.0068756,77.3329157
1815928383,Rohad,,trunk,Mathura Road,NH44,28.4747785,77.3054959
1815928415,Rohad,,trunk,Mathura Road,NH44,28.4762754,77.3056294
1817639599,NH16,,trunk,NH16,NH16,14.0597846,79.894401
1830560590,NH344A,Rohan Rajdeep,trunk,NH344A,NH344A,31.0143686,76.3892104
1830565868,SH24,Rohan Rajdeep,primary,SH24,SH24,31.1144004,76.24575
1830574495,NH205,Rohan Rajdeep,trunk,NH205,NH205,30.9080797,76.5453634
1832892675,,,trunk_link,,,28.4898485,77.3039009
1832892676,,,trunk_link,,,28.4899545,77.3044225
1836933156,,,tertiary,,,22.8169507,69.7177975
1836983127,NICE Expressway,,motorway,NICE Expressway,,12.9365521,77.5317206
1837297621,Old Madras Road,LANCO,trunk,Old Madras Road,NH75,13.0593996,77.7708197
1837297622,Old Madras Road,,trunk,Old Madras Road,NH75,13.0595137,77.7706371
1837390229,Amer Road,,trunk,Amer Road,NH48,27.9996844,76.4306743
1837390230,Delhi-Jaipur High way,,trunk,Delhi-Jaipur High way,NH48,27.9999142,76.4304527
1837764310,NH48,,trunk,NH48,NH48,23.9935162,73.6279126
1842242037,Simliya,,trunk,NH27,NH27,25.1699827,76.1306011
1842375552,Narayanpura,,trunk,NH27;NH48,NH27;NH48,24.6135029,74.2318519
1842377288,NH27,,trunk,NH27,NH27,24.7124204,73.0938378
1842925982,Khemana,,trunk,NH27,NH27,24.2413798,72.4626837
1843277000,NH156,,trunk,NH156,NH156,24.5719874,74.7614561
1844961691,NH148D,,trunk,NH148D,NH148D,25.4880635,75.3132713
